PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,Transported,Group,Deck,CabinNumber,Side,LastName,N_family_members,N_group_members,Regular,Luxury,TotalSpendings
5601_01,0.0,1.0,2.0,3.0,0.0,1,3771.0,6.0,1713.0,1.0,2097.0,11.0,4.0,0.0,0.0,0.0
5601_02,0.0,0.0,2.0,6.0,0.0,1,3771.0,6.0,1713.0,1.0,2097.0,11.0,4.0,0.0,0.0,0.0
5601_03,0.0,0.0,0.0,4.0,0.0,1,3771.0,5.999999999999998,1713.2927784723495,1.0,2097.0,11.0,4.0,0.0,0.0,0.0
5601_04,0.0,0.0,2.0,21.0,0.0,1,3771.0,5.0,78.0,1.0,2097.0,11.0,4.0,1217.0,922.0,1367.0
5601_05,0.0,1.0,0.0,8.0,0.0,1,3771.0,6.0,1713.0,1.0,2097.0,11.0,4.0,0.0,0.0,0.0
5602_01,1.0,1.0,2.0,35.0,0.0,1,3772.0,1.0,921.0,0.0,1806.0,2.0,1.0,0.0,0.0,0.0
5602_02,1.0,0.0,0.0,18.0,0.0,1,3772.0,1.0,921.0,0.0,1806.0,2.0,1.0,1545.0,704.0,1644.0
5603_01,1.0,0.0,2.0,34.0,0.0,0,3773.0,4.0,1115.0,1.0,425.0,0.0,0.0,1006.0,2218.0,2255.0
5606_01,1.0,1.0,0.0,45.0,0.0,1,3774.0,1.0,947.0,1.0,1492.0,0.0,1.0,0.0,0.0,0.0
5606_02,1.0,0.0,2.0,31.0,0.0,1,3774.0,1.0,947.0,1.0,555.0,2.0,1.0,988.0,1025.0,1256.0
5608_01,0.0,0.0,2.0,14.0,0.0,1,3775.0,5.0,182.0,0.0,1276.0,5.0,0.0,782.0,30.0,490.0
5609_01,0.0,0.0,2.0,23.0,0.0,0,3776.0,6.0,1704.0,0.0,1758.0,4.0,0.0,5.0,691.0,366.0
5610_01,1.0,1.0,2.0,61.0,0.0,1,3777.0,1.0,948.0,1.0,577.0,5.0,1.0,0.0,0.0,0.0
5610_02,1.0,0.0,0.0,54.0,1.0,0,3777.0,1.0,948.0,1.0,577.0,5.0,1.0,1850.0,2251.0,2342.0
5611_01,1.0,1.0,2.0,28.0,0.0,1,3778.0,3.0,761.0,1.0,430.0,1.0,1.0,0.0,0.0,0.0
5611_02,1.0,0.0,2.0,46.0,0.0,0,3778.0,3.0,761.0,1.0,430.0,1.0,1.0,1574.0,2027.0,2144.0
5613_01,0.0,0.0,2.0,32.0,0.0,1,3779.0,5.0,82.0,1.0,919.0,3.0,0.0,784.0,272.0,672.0
5614_01,0.0,1.0,0.0,49.0,0.0,1,3780.0,6.0,1715.0,1.0,477.0,10.0,0.0,0.0,0.0,0.0
5615_01,0.0,1.0,0.0,20.0,0.0,1,3781.0,6.0,1716.0,1.0,2128.0,8.0,0.0,0.0,0.0,0.0
5616_01,0.0,0.0,1.0,25.0,0.0,1,3782.0,5.0,83.0,1.0,784.0,10.0,0.0,235.0,624.0,520.0
5618_01,0.0,0.0,2.0,19.0,0.0,1,3783.0,5.0,85.0,1.0,1218.0,7.0,0.0,710.0,19.0,398.0
5619_01,0.0,1.0,0.0,28.0,0.0,1,3784.0,6.0,1717.0,1.0,769.0,1.0,0.0,0.0,0.0,0.0
5622_01,0.0,0.0,2.0,68.0,0.0,1,3785.0,5.0,86.0,1.0,1412.0,5.0,0.0,856.0,0.0,540.0
5623_01,0.0,1.0,2.0,16.0,0.0,1,3786.0,6.0,1705.0,0.0,876.0,10.0,0.0,0.0,0.0,0.0
5625_01,2.0,1.0,2.0,19.0,0.0,0,3787.0,4.0,1101.0,0.0,345.0,2.0,4.0,0.0,0.0,0.0
5625_02,2.0,1.0,1.0,49.0,0.0,0,3787.0,4.0,1101.0,0.0,1394.0,0.0,4.0,0.0,0.0,0.0
5625_03,2.0,0.0,2.0,15.0,0.0,0,3787.0,4.0,1101.0,0.0,345.0,2.0,4.0,9.0,1531.0,1179.0
5625_04,2.0,1.0,2.0,26.0,0.0,1,3787.0,4.0,1101.0,0.0,345.0,2.0,4.0,0.0,0.0,0.0
5625_05,2.0,0.0,2.0,22.0,0.0,0,3787.0,4.0,1101.0,0.0,1513.4186574568398,3.3824937568043136,4.0,356.0,730.0,674.0
5626_01,0.0,1.0,1.0,23.0,0.0,1,3788.0,6.0,1720.0,1.0,2111.0,3.0,0.0,0.0,0.0,0.0
5627_01,0.0,0.0,2.0,31.0,0.0,0,3789.0,6.0,1706.0,0.0,1920.0,0.0,0.0,0.0,0.0,0.0
5628_01,0.0,1.0,2.0,27.0,0.0,0,3790.0,6.0,1709.0,0.0,1591.0,2.0,0.0,0.0,0.0,0.0
5629_01,0.0,1.0,2.0,28.0,0.0,1,3791.0,6.0,1710.0,0.0,1941.0,4.0,0.0,0.0,0.0,0.0
5631_01,0.0,0.0,2.0,20.0,0.0,0,3792.0,5.0,184.0,0.0,201.0,4.0,0.0,0.0,1675.0,1356.0
5637_01,0.0,0.0,2.0,43.0,0.0,0,3793.0,5.0,186.0,0.0,1851.0,5.0,0.0,8.0,643.0,323.0
5639_01,0.0,0.0,2.0,22.0,0.0,1,3794.0,6.0,1722.0,1.0,670.0,2.0,0.0,9.0,542.0,225.0
5640_01,1.0,1.0,2.0,27.0,0.0,1,3795.0,4.0,1118.0,1.0,1718.0,2.0,0.0,0.0,0.0,0.0
5642_01,1.0,1.0,0.09333869499311306,35.0,0.0,1,3796.0,1.0,950.0,1.0,1984.0,4.0,1.0,0.0,0.0,0.0
5642_02,1.0,1.0,0.0,37.0,0.0,1,3796.0,2.4524075192486707,779.1648505905059,0.945751728298342,1984.0,4.0,1.0,0.0,0.0,0.0
5643_01,2.0,0.0,2.0,24.0,0.0,1,3797.0,5.0,87.0,1.0,1109.0,1.0,2.0,1165.0,145.0,982.0
5643_02,2.0,0.0,0.0,18.0,0.0,0,3797.0,5.0,87.0,1.0,591.9145862811091,5.998708799057068,2.0,17.0,1689.0,1377.0
5643_03,2.0,0.0,2.0,15.0,0.0,0,3797.0,5.0,87.0,1.0,1109.0,1.0,2.0,45.0,581.0,297.0
5644_01,2.0,0.0,2.0,28.0,0.0,0,3798.0,5.0,187.0,0.0,906.0,3.0,0.0,0.0,1418.0,1063.0
5645_01,0.0,0.0,2.0,24.0,0.0,1,3799.0,5.0,88.0,1.0,2119.0,10.0,0.0,1361.0,0.0,1192.0
5646_01,2.0,1.0,0.0,39.0,0.0,1,3800.0,5.0,89.0,1.0,1879.2132832000311,4.396142385467157,0.0,0.0,0.0,0.0
5647_01,1.0,1.0,2.0,35.0,0.0,1,3801.0,2.0,829.0,0.0,1242.0,4.0,2.0,0.0,0.0,0.0
5647_02,1.0,0.0,0.0,52.0,0.0,1,3801.0,2.0,829.0,0.0,1242.0,4.0,2.0,1109.0,1115.0,1365.0
5647_03,1.0,0.0,2.0,48.0,0.0,0,3801.0,2.0,829.0,0.0,2010.0,1.0,2.0,683.1985919473104,1931.0,1698.0
5648_01,1.0,0.0,0.0,27.0,0.0,0,3802.0,2.0,839.0,0.0,236.0,3.0,1.0,823.0,1997.0,1924.0
5648_02,1.0,0.0,0.0,50.0,0.0,0,3802.0,2.0,839.0,0.0,236.0,3.0,1.0,103.0,2168.0,2126.0
5650_01,0.0,0.0,2.0,24.0,0.0,0,3803.0,6.0,1711.0,0.0,481.0,4.0,0.0,291.0,1222.0,1026.0
5651_01,0.0,0.0,1.0,26.0,0.0,1,3804.0,6.0,1724.0,1.0,764.0,6.0,0.0,0.0,767.0,439.0
5652_01,0.0,0.0,2.0,24.0,0.0,0,3805.0,5.0,190.0,0.0,760.0,1.0,0.0,0.0,496.0,186.0
5653_01,0.0,1.0,2.0,15.0,0.0,0,3806.0,6.0,1712.0,0.0,2128.0,8.0,0.0,0.0,0.0,0.0
5655_01,0.0,0.0,1.0,42.0,0.0,0,3807.0,5.0,191.0,0.0,260.0,13.0,0.0,42.0,1028.0,702.0
5659_01,0.0,0.0,2.0,51.0,0.0,0,3808.0,5.0,194.0,0.0,17.0,5.0,0.0,0.0,798.0,471.0
5661_01,0.0,0.0,1.0,43.0,0.0,1,3809.0,4.0,1104.0,0.0,641.0,7.0,1.0,53.0,567.0,290.0
5661_02,0.0,1.0,0.0,31.0,0.0,0,3809.0,6.0,1714.0,0.0,641.0,7.0,1.0,0.0,0.0,0.0
5662_01,0.0,1.0,2.0,14.0,0.0,1,3810.0,6.0,1725.0,1.0,2195.0,7.0,1.0,0.0,0.0,0.0
5662_02,0.0,0.0,2.0,31.0,0.0,0,3810.0,5.0,91.0,1.0,2195.0,7.0,1.0,0.0,619.0,291.0
5663_01,1.0,0.0,2.0,33.0,0.0,1,3811.0,0.0,1497.0,1.0,1694.0,1.0,0.0,1132.0,188.0,971.0
5667_01,0.0,0.0,0.0,21.0,0.0,0,3812.0,6.0,1715.0,0.0,452.0,3.0,0.0,451.0,1881.0,1707.0
5671_01,0.0,0.0,2.0,13.0,0.0,0,3813.0,6.0,1716.0,0.0,1.0,2.0,0.0,1210.0,76.0,1017.0
5673_01,0.0,0.0,2.0,29.0,0.0,1,3814.0,5.0,94.0,1.0,229.0,7.0,0.0,104.54110664190544,257.0,103.0
5674_01,1.0,0.0,2.0,22.0,0.0,0,3815.0,1.0,951.0,1.0,2085.0,2.0,0.0,1909.0,2200.0,2338.0
5677_01,2.0,0.0,2.0,22.0,0.0,0,3816.0,4.0,1106.0,0.0,712.0,1.0,0.0,255.0,921.0,736.0
5679_01,0.0,1.0,1.0,18.0,0.0,1,3817.0,6.0,1730.0,1.0,356.0,16.0,2.0,0.0,0.0,0.0
5679_02,0.0,1.0,0.0,35.0,0.0,1,3817.0,6.0,1730.0,1.0,356.0,16.0,2.0,0.0,0.0,0.0
5679_03,0.0,1.0,2.0,20.0,0.0,1,3817.0,6.0,1730.0,1.0,356.0,16.0,2.0,0.0,0.0,0.0
5680_01,0.0,0.0,2.0,18.0,0.0,1,3818.0,4.0,1108.0,0.0,189.0,4.0,0.0,1171.0,0.0,921.0
5681_01,0.0,1.0,2.0,66.0,0.0,1,3819.0,6.0,1731.0,1.0,643.0,6.0,0.0,0.0,0.0,0.0
5684_01,1.0625295534509167,1.0,2.0,33.0,0.0,1,3820.0,1.0,952.0,1.0,303.0,4.0,3.0,0.0,0.0,0.0
5684_02,1.0,1.0,0.0,48.0,0.0,1,3820.0,1.0,952.0,1.0,303.0,4.0,3.0,0.0,0.0,0.0
5684_03,1.0,0.0,0.0,38.0,0.0,0,3820.0,1.0,952.0,1.0,303.0,4.0,3.0,1000.0,1230.0,1361.0
5684_04,1.0,1.0,2.0,62.0,0.0,1,3820.0,1.0,952.0,1.0,740.0,6.0,3.0,0.0,0.0,0.0
5685_01,0.0,1.0,2.0,19.0,0.0,0,3821.0,6.0,1719.0,0.0,266.0,4.0,0.0,0.0,0.0,0.0
5686_01,2.0,0.0,0.0,44.0,0.0,0,3822.0,3.9020654154165197,798.9058327754125,0.21613359480902877,522.0,2.0,1.0,106.0,1552.0,1240.0
5686_02,2.0,0.0,0.0,25.0,0.0,0,3822.0,3.0,847.0,0.0,522.0,2.0,1.0,148.0,1541.0,1242.0
5687_01,0.0,0.0,2.0,15.0,0.0,0,3823.0,5.0,198.0,0.0,1255.0,4.0,0.0,1178.0,307.0,1080.0
5688_01,0.0,0.0,2.0,20.0,0.0,1,3824.0,5.0,95.0,1.0,1402.0,3.0,0.0,1018.0,12.0,736.0
5689_01,0.0,0.0,2.0,34.0,0.0,0,3825.0,5.0,200.0,0.0,1795.0,4.0,0.0,0.0,1183.0,827.0
5692_01,2.0,0.0,2.0,23.0,0.0,0,3826.0,4.0,1110.0,0.0,1221.0,2.0,0.0,774.0,1210.0,1230.0
5693_01,0.0,0.0,2.0,45.0,0.0,1,3827.0,5.0,98.0,1.0,180.0,6.0,0.0,1376.0,80.0,1258.0
5695_01,0.0,1.0,2.0,39.0,0.0,1,3828.0,6.0,1732.0,1.0,449.0,2.0,0.0,0.0,0.0,0.0
5696_01,0.0,1.0,1.0,33.0,0.0,1,3829.0,6.0,1720.0,0.0,1268.0,5.0,0.0,0.0,0.0,0.0
5698_01,0.0,0.0,2.0,14.0,0.0,0,3830.0,5.0,99.0,1.0,1377.0,2.0,1.0,307.0,484.0,468.0
5698_02,0.0,0.0,2.0,26.0,0.0,1,3830.0,6.0,1733.0,1.0,1429.7990026425095,6.881166566888029,1.0,3.0,800.0,476.0
5700_01,0.0,1.0,2.0,47.0,0.0,1,3831.0,6.0,1734.0,1.0,1710.0,4.0,0.0,0.0,0.0,0.0
5701_01,2.0,1.0,2.0,41.0959020173111,0.0,1,3832.0,3.0,781.0,1.0,706.0,2.0,0.0,0.0,0.0,0.0
5702_01,0.0,1.0,0.0,28.0,0.0,1,3833.0,6.0,1721.0,0.0,668.0,4.0,0.0,0.0,0.0,0.0
5704_01,0.0,1.0,2.0,22.0,0.0,1,3834.0,6.0,1722.0,0.0,323.0,5.0,0.0,0.0,0.0,0.0
5705_01,0.0,1.0,2.0,17.0,0.0,1,3835.0,6.0,1735.0,1.0,369.0,10.0,0.0,0.0,0.0,0.0
5706_01,0.0,0.0,2.0,16.0,0.0,1,3836.0,5.0,102.0,1.0,1121.0,1.0,1.0,967.0,0.0,675.0
5706_02,0.0,0.0,2.0,9.0,0.0,1,3836.0,6.0,1736.0,1.0,1237.0,2.0,1.0,0.0,0.0,0.0
5707_01,0.0,0.0,2.0,15.0,0.0,1,3837.0,5.0,103.0,1.0,28.0,6.0,0.0,858.0,29.0,563.0
5709_01,1.0,0.0,2.0,33.0,0.0,1,3838.0,2.0,949.0,1.0,33.0,1.0,0.0,1686.0,1902.0,2121.0
5710_01,0.0,0.0,2.0,61.0,0.0,1,3839.0,5.0,104.0,1.0,1941.0,4.0,0.0,1000.0,16.0,713.0
5711_01,0.0,0.0,2.0,19.0,0.0,0,3840.0,5.0,202.0,0.0,1376.0,3.0,0.0,0.0,0.0,0.0
5712_01,1.0,1.0,2.0,61.0,0.0,1,3841.0,4.0,1122.0,1.0,1371.0,3.0,0.0,0.0,0.0,0.0
5713_01,0.0,0.0,2.0,42.0,0.0,1,3842.0,6.0,1724.0,0.0,188.0,2.0,0.0,326.0,421.0,418.0
5714_01,0.0,0.0,2.0,4.0,0.0,0,3843.0,6.0,1725.0,0.0,690.0,6.0,4.0,0.0,0.0,0.0
5714_02,0.0,0.0,2.0,12.0,0.0,1,3843.0,6.0,1725.0,0.0,690.0,6.0,4.0,0.0,0.0,0.0
5714_03,0.0,0.0,2.0,0.0,0.0,1,3843.0,6.0,1725.0,0.0,911.0,5.0,4.0,0.0,0.0,0.0
5714_04,0.0,1.0,2.0,19.0,0.0,1,3843.0,6.0,1725.0,0.0,911.0,5.0,4.0,0.0,0.0,0.0
5714_05,0.0,1.0,2.0,19.0,0.0,1,3843.0,6.0,1725.0,0.0,911.0,5.0,4.0,0.0,0.0,0.0
5716_01,0.0,0.0,1.0,29.0,0.0,1,3844.0,5.0,105.0,1.0,1094.0,3.0,0.0,172.0,1001.0,754.0
5717_01,0.0,0.0,2.0,59.0,0.0,1,3845.0,6.0,1726.0,0.0,753.0,4.0,0.0,601.0,256.0,528.0
5718_01,0.0,1.0,2.0,20.0,0.0,1,3846.0,6.0,1737.0,1.0,1107.0,2.0,0.0,0.0,0.0,0.0
5719_01,0.0,0.0,2.0,70.0,0.0,1,3847.0,6.0,1727.0,0.0,2049.0,9.0,1.0,0.0,824.0,496.0
5719_02,0.0,1.0,2.0,3.0,0.0,0,3847.0,6.0,1727.0,0.0,2049.0,9.0,1.0,0.0,0.0,0.0
5721_01,1.0,1.0,2.0,37.0,0.0,1,3848.0,1.0,953.0,1.0,1371.0,3.0,1.0,0.0,0.0,0.0
5721_02,1.0,0.0,2.0,58.0,0.0,0,3848.0,1.0,953.0,1.0,1371.0,3.0,1.0,1435.0,1853.0,1947.0
5722_01,0.0,0.0,2.0,44.0,0.0,0,3849.0,6.0,1738.0,1.0,1068.0,1.0,0.0,17.0,1575.0,1237.0
5723_01,2.0,1.0,2.0,24.0,0.0,0,3850.0,4.0,1123.0,1.0,1630.0,0.0,0.0,0.0,0.0,0.0
5724_01,0.0,1.0,1.0,20.0,0.0,1,3851.0,6.0,1728.0,0.0,1996.0,3.0,0.0,0.0,0.0,0.0
5725_01,0.0,0.0,2.0,24.0,0.0,1,3852.0,5.0,106.0,1.0,1101.0,7.0,0.0,343.0,916.0,791.0
5726_01,1.0,1.0,0.0,27.0,0.0,1,3853.0,1.0,923.0,0.0,586.0,0.0,0.0,0.0,0.0,0.0
5727_01,0.0,0.0,0.0,28.0,0.0,0,3854.0,6.0,1730.0,0.0,1779.0,6.0,0.0,0.0,638.0,310.0
5728_01,0.0,0.0,2.0,24.0,0.0,0,3855.0,5.0,204.0,0.0,2195.0,7.0,0.0,213.0,517.0,398.0
5729_01,2.0,1.0,2.0,29.0,0.0,1,3856.0,5.0,205.0,0.0,1306.0,2.0,0.0,0.0,0.0,0.0
5730_01,0.0,0.0,2.0,25.0,0.0,0,3857.0,5.0,206.0,0.0,1351.0,12.0,0.0,1.0,1514.0,1156.0
5732_01,0.0,0.0,2.0,20.0,0.0,0,3858.0,6.0,1731.0,0.0,1427.0,3.0,0.0,53.0,682.0,403.0
5733_01,0.0,0.0,0.0,34.0,0.0,1,3859.0,6.0,1732.0,0.0,1121.0,1.0,1.0,1218.0,42.0,1012.0
5733_02,0.0,0.0,1.1562693521099767,28.0,0.0,0,3859.0,5.0,207.0,0.0,269.0,2.0,1.0,0.0,1103.0,737.0
5735_01,0.0,1.0,2.0,39.25651794413486,0.0,1,3860.0,4.0,1112.0,0.0,1534.0,5.0,0.0,0.0,0.0,0.0
5736_01,0.0,0.0,2.0,23.0,0.0,0,3861.0,5.0,208.0,0.0,1246.0,6.0,0.0,37.96358313019358,548.0,222.0
5737_01,1.0,0.0,2.0,39.0,0.0,1,3862.0,2.0,950.0,1.0,1071.0,2.0,1.0,1911.0,42.0,2242.0
5737_02,1.0,0.0,2.0,35.0,0.0,1,3862.0,2.0,950.0,1.0,1071.0,2.0,1.0,1838.0,942.0,2133.0
5738_01,0.0,1.0,2.0,18.0,0.0,1,3863.0,6.0,1739.0,1.0,1360.0,10.0,0.0,0.0,0.0,0.0
5739_01,0.0,1.0,2.0,20.0,0.0,1,3864.0,6.0,1741.0,1.0,414.0,5.0,0.0,0.0,0.0,0.0
5740_01,1.0,0.0,2.0,42.0,0.0,0,3865.0,0.0,1287.0,0.0,364.0,2.0,1.0,16.0,2139.0,2065.0
5740_02,1.0,0.0,0.0,32.0,0.0,0,3865.0,0.0,1287.0,0.0,16.0,1.0,1.0,1120.0,1417.0,1518.0
5742_01,0.0,0.0,0.0,50.0,0.0,0,3866.0,5.0,108.0,1.0,1713.0,8.0,0.0,29.0,627.0,328.0
5744_01,0.0,0.0,2.0,23.0,0.0,1,3867.0,6.0,1742.0,1.0,979.0,12.0,0.0,805.0,10.0,494.0
5746_01,0.0,0.0,2.0,19.0,0.0,0,3868.0,6.0,1743.0,1.0,2097.0,11.0,0.0,284.4659155081294,2025.0,1855.0
5747_01,0.0,0.0,2.0,29.0,0.0,0,3869.0,5.0,212.0,0.0,909.0,2.0,0.0,47.0,642.0,359.0
5748_01,1.0,0.0,2.0,35.0,1.0,0,3870.0,0.0,1298.0,0.0,825.0,4.0,0.0,804.0,1542.0,1448.0
5750_01,0.0,0.0,2.0,18.0,0.0,0,3871.0,4.0,1113.0,0.0,1480.0,2.0,0.0,563.0,314.0,546.0
5751_01,0.0,0.0,1.0,24.0,0.0,0,3872.0,6.0,1734.0,0.0,1616.9529854851726,4.113383556885053,0.0,59.0,640.0,368.0
5755_01,0.0,0.0,2.0,23.0,0.0,1,3873.0,6.0,1744.0,1.0,335.0,9.0,0.0,525.0,84.0,274.0
5756_01,0.0,0.0,2.0,51.0,0.0,0,3874.0,5.0,214.0,0.0,580.0,5.0,7.0,339.0,474.0,490.0
5756_02,0.0,0.0,2.0,42.0,0.0,0,3874.0,5.0,214.0,0.0,249.0,12.0,7.0,0.0,620.0,292.0
5756_03,0.0,0.0,1.0,19.0,0.0,0,3874.0,5.0,214.0,0.0,249.0,12.0,7.0,0.0,648.0,320.0
5756_04,0.0,0.8824344891293661,2.0,23.0,0.0,0,3874.0,5.0,214.0,0.0,541.1224678491975,9.375750547426316,7.0,0.0,0.0,0.0
5756_05,0.0,1.0,2.0,19.0,0.0,1,3874.0,5.0,214.0,0.0,249.0,12.0,7.0,0.0,0.0,0.0
5756_06,0.0,0.0,1.0,22.0,0.0,0,3874.0,5.0,214.0,0.0,249.0,12.0,7.0,434.0,170.0,261.0
5756_07,0.0,0.0,2.0,25.0,0.0,0,3874.0,1.6444561272897509,967.4483389543989,0.15734092958619977,815.0,6.0,7.0,1476.0,312.0,1465.0
5756_08,0.0,0.0,1.0,31.0,0.0,0,3874.0,5.0,214.0,0.0,249.0,12.0,7.0,0.0,1743.0,1428.0
5757_01,0.0,0.0,2.0,23.0,0.0,0,3875.0,5.0,215.0,0.0,1772.0,1.0,0.0,0.0,491.0,183.0
5758_01,0.0,1.0,2.0,22.0,0.0,1,3876.0,6.0,1745.0,1.0,1270.0,4.0,0.0,0.0,0.0,0.0
5761_01,1.0,1.0,2.0,55.0,0.0,1,3877.0,1.0,955.0,1.0,1038.0,0.0,0.0,0.0,0.0,0.0
5763_01,0.0,0.0,2.0,40.0,0.0,0,3878.0,5.0,111.0,1.0,21.0,5.0,1.0,56.0,572.0,298.0
5763_02,0.0,0.0,2.0,24.0,0.0,0,3878.0,5.0,111.0,1.0,21.0,5.0,1.0,0.0,0.0,0.0
5764_01,0.0,0.0,2.0,25.0,0.0,1,3879.0,5.0,114.0,1.0,1412.0,5.0,0.0,893.0,9.0,591.0
5765_01,1.0,0.0,2.0,42.0,0.0,0,3880.0,2.0,854.0,0.0,953.0,3.0,0.0,1258.0,695.0,1321.0
5767_01,0.0,1.0,1.0,33.0,0.0,1,3881.0,6.0,1747.0,1.0,1099.0,2.0,0.0,0.0,0.0,0.0
5768_01,1.0,1.0,2.0,54.0,0.0,1,3882.0,1.0,924.0,0.0,364.0,2.0,1.0,0.0,0.0,0.0
5768_02,1.0,1.0,0.0,22.0,0.0,1,3882.0,1.0,924.0,0.0,364.0,2.0,1.0,0.0,0.0,0.0
5769_01,1.0,1.0,2.0,22.0,0.0,1,3883.0,1.0,925.0,0.0,1453.0,2.0,1.0,0.0,0.0,0.0
5769_02,1.0,1.0,0.0,19.0,0.0,1,3883.0,1.0,925.0,0.0,1453.0,2.0,1.0,0.0,0.0,0.0
5771_01,0.0,0.0,2.0,47.0,0.0,1,3884.0,6.0,1748.0,1.0,702.0,5.0,0.0,778.0,176.0532501794753,459.0
5772_01,2.0,0.0,0.0,23.0,0.0,0,3885.0,5.0,217.0,0.0,1843.0,2.0,0.0,835.0,1440.0,1396.0
5773_01,1.0,1.0,0.0,61.0,0.0,1,3886.0,2.0,951.0,1.0,1794.0,0.0,0.0,0.0,0.0,0.0
5776_01,0.0,0.0,2.0,21.0,0.0,0,3887.0,5.0,116.0,1.0,1785.0,3.0,0.0,319.0,338.0,323.0
5777_01,0.0,0.0,1.0,46.0,0.0,0,3888.0,5.0,219.0,0.0,1720.0,6.0,0.0,61.90986143335274,1130.0,765.0
5778_01,0.0,0.0,2.0,36.0,0.0,0,3889.0,6.0,1736.0,0.0,1520.0,1.0,0.0,0.0,823.0,495.0
5779_01,0.0,0.0,2.0,15.0,0.0,1,3890.0,6.0,1749.0,1.0,1850.0,4.0,0.0,637.0,202.01438976846165,305.0
5780_01,1.0,0.0,2.0,33.0,0.0,1,3891.0,1.0,926.0,0.0,1462.0,10.0,2.0,361.63391763331987,1624.0,1293.0
5780_02,1.0,1.0,2.0,35.0,0.0,1,3891.0,1.0,926.0,0.0,1462.0,10.0,2.0,0.0,0.0,0.0
5780_03,1.0,1.0,0.0,21.0,0.0,1,3891.0,1.0,926.0,0.0,1462.0,10.0,2.0,0.0,0.0,0.0
5781_01,0.0,0.0,0.0,21.0,0.0,0,3892.0,5.0,222.0,0.0,923.0,3.0,0.0,0.0,525.0,203.0
5783_01,0.0,0.0,0.0,43.0,0.0,1,3893.0,5.0,223.0,0.0,1797.0,5.0,0.0,972.0,202.0,810.0
5785_01,0.0,0.0,1.0,34.0,0.0,0,3894.0,5.0,118.0,1.0,1268.0,5.0,0.0,0.0,502.0,190.0
5786_01,0.0,0.0,1.0,47.0,0.0,0,3895.0,6.0,1738.0,0.0,1782.0,1.0,0.0,3.0,1331.0,974.0
5788_01,2.0,0.0,2.0,27.0,0.0,1,3896.0,5.0,119.0,1.0,177.0,2.0,0.0,616.0,771.0,880.0
5790_01,1.0,0.0,2.0,46.0,0.0,0,3897.0,2.0,952.0,1.0,602.0,12.0,0.0,1295.0,1800.0,1839.0
5791_01,0.0,0.0,1.8139626095434365,46.0,0.0,1,3898.0,6.0,1753.0,1.0,1774.0,8.0,0.0,581.0,326.0,571.0
5792_01,1.0,0.0,0.0,40.0,0.0,0,3899.0,1.0,927.0,0.0,1975.0,1.0,0.0,1553.0,2089.0,2187.0
5793_01,1.0,1.0,0.0,59.0,0.0,1,3900.0,4.0,1126.0,1.0,864.0,3.0,0.0,0.0,0.0,0.0
5794_01,1.0,0.0,2.0,45.0,0.0,0,3901.0,3.0,862.0,0.0,1837.0,2.0,0.0,1055.0,1972.0,1939.0
5795_01,0.0,0.0,1.0,19.0,0.0,1,3902.0,5.0,120.0,1.0,981.0,6.0,0.0,623.0,0.0,289.0
5796_01,2.0,0.0,2.0,32.0,0.0,0,3903.0,5.0,121.0,1.0,1601.0,4.0,0.0,700.0015524808985,2106.0,2005.0
5799_01,1.6040328386063325,1.0,0.0,39.0,0.0,1,3904.0,5.0,122.0,1.0,514.0,4.0,0.0,0.0,0.0,0.0
5800_01,0.0,0.0,1.455090084804648,40.0,0.0,0,3905.0,5.0,225.0,0.0,1206.0,6.0,0.0,747.0,595.0,856.0
5802_01,2.0,0.0,2.0,44.0,0.0,1,3906.0,3.0,801.0,1.0,1133.0,2.0,0.0,236.0,738.0,600.0
5804_01,0.0,1.0,2.0,26.0,0.0,0,3907.0,6.0,1744.0,0.0,1849.0,6.0,0.0,0.0,0.0,0.0
5806_01,0.0,0.0,2.0,22.0,0.0,0,3908.0,5.0,123.0,1.0,1876.0,1.0,0.0,2.0,1049.0,699.0
5808_01,0.0,0.0,2.0,2.0,0.0,0,3909.0,6.0,1745.0,0.0,1100.0,9.0,2.0,0.0,0.0,0.0
5808_02,0.0,0.0,2.0,18.0,0.0,0,3909.0,5.0,226.0,0.0,1100.0,9.0,2.0,44.0,678.0,390.0
5808_03,0.0,0.0,2.0,53.0,0.0,0,3909.0,5.0,226.0,0.0,1100.0,9.0,2.0,35.28785385798037,684.0,355.0
5809_01,0.0,0.0,2.0,22.0,0.0,0,3910.0,5.0,227.0,0.0,415.0,10.0,1.0,691.0,466.0,735.0
5809_02,0.0,0.0,2.0,46.0,0.0,1,3910.0,5.0,227.0,0.0,415.0,10.0,1.0,1344.0,0.0,1168.0
5810_01,0.0,1.0,2.0,28.0,0.0,1,3911.0,6.0,1746.0,0.0,371.0,4.0,1.0,0.0,0.0,0.0
5810_02,0.3400657515533989,0.0,2.0,31.0,0.0,1,3911.0,4.0,1116.0,0.0,371.0,4.0,1.0,1152.0,6.0,897.0
5811_01,1.0,0.0,0.0,36.0,0.0,0,3912.0,0.0,1309.0,0.0,794.0,3.0,1.0,1661.0,1499.0,1942.0
5811_02,1.0,0.0,0.0,46.0,0.0,1,3912.0,0.0,1309.0,0.0,794.0,3.0,1.0,1643.0,1511.0,1927.0
5812_01,0.0,1.0,2.0,0.0,0.0,1,3913.0,6.0,1755.0,1.0,604.0,14.0,5.0,0.0,0.0,0.0
